title,author,publication_year,rating,rating_num,introduction,catalog,tag_list
尼安德特人,[瑞典] 斯万特·帕博（Svante Pääbo）,2018-12,8.5,107,以现代分子手段，重探人类演化路径 在“走出非洲”与“多地起源”的学说争论之间，持续追问“人之为人”的起源、演化与未来 ◎ 编辑推荐 从提取古埃及木乃伊的DNA到测序尼安德特人的全基因组 从冷战时期的单枪匹马到全球大协作背景下的往来轶事 古DNA领域奠基人的一手回忆，一线科研工作者的立体人生 ◎ 内容简介 1856年，也就是达尔文发表《物种起源》的三年前，在德国杜塞尔多夫以东约10千米处的尼安德河谷，清理采石场的工人发现了一个头盖骨和一些骨头。几年后，这些遗骸被鉴定为属于一种已经灭绝的古人类——尼安德特人。他们是谁？大约于3万年前消失的他们，是否与现代人类有过混血？我们体内是否还留存着尼安德特人的古老基因？ 本书的作者斯万特·帕博（Svante Pääbo）通过古DNA技术，大胆且严谨地探索了以上问题。《尼安德特人》既是他对古DNA领域从兴起到日趋成熟...(展开全部),        探索现代人起源的不同尝试　吴新智 科学领域的文学之作，文学之作中的严谨科学　马未都 科学家的好奇心　赖旭龙 见证新科学分支的诞生和发展　付巧妹 前　言 第一章　尼安德特人横空出世 第二章　木乃伊与分子 第三章　放大历史 第四章　实验室里的恐龙 第五章　人类受挫 第六章　联络克罗地亚 第七章　新家 第八章　多地区起源的争议 第九章　细胞核测试 第十章　向细胞核进发 第十一章　启动基因组计划 第十二章　硬骨头 第十三章　细节中的魔鬼 第十四章　绘制基因组图谱 第十五章　从骨头到基因组 第十六章　有基因流动吗 第十七章　初瞥 第十八章　基因流动 第十九章　替代人群 第二十章　人类的本质 第二十一章　公布基因组 第二十二章　不同寻常的手指 第二十三章　尼安德特人的亲戚 后　记 注　释 索　引 出版后记                (收起) ,"['人类学', '科普', '考古', '人类起源', '历史', '进化论', '生物', '进化']"
极简宇宙史,童文煦,2016-3,9.1,5004,我们的存在的确让太阳系与众不同。夏夜，你躺在沙滩上，仰望夜空。一颗小小的流星安静滑过，还来不及许愿，不可思议的事情发生了：你一下子穿越五十亿年，走进时光的旅行…… 霍金亲传弟子、物理学博士克里斯托弗·加尔法德带领我们踏上一场关于宇宙的过去、现在和未来的惊奇之旅。不需要图表和方程式，只需凭着奇诡的想象，我们就可走向衰亡的太阳表面，飞越遥远的星系，感受来自黑洞的死亡魅力……你可以轻松读懂时至今日的宇宙神奇，继续探究关于上帝的存在、时间的起源以及人类的未来。,        前言 第一部分 宇宙 第1章 安静的爆炸 第2章 月亮 第3章 太阳 第4章 我们的天体家庭 第5章 太阳之外 第6章 庞然大物 第7章 银河系 第8章 宇宙尽头的第YI道墙 第二部分 理解外部空间 第1章 定律与秩序 第2章 讨厌的石头 第3章 一九一五年 第4章 过往层层 第5章 膨胀 第6章 感受引力 第7章 宇宙学 第8章 宇宙地平线之外 第9章 大爆炸的铁证 第三部分 快 第1章 作好准备 第2章 奇特的梦 第3章 我们自己的时间 第4章 如何才能永远不老 第四部分 跃入量子世界 第1章 金块与磁铁 第2章 如同海里的鱼 第3章 跃入原子世界 第4章 坚强的电子世界 第5章 一所特别的监狱 第6章 最后的力量 第五部分 到达空间与时间的源头 第1章 要自信 第2章 没有什么“什么都没有” 第3章 反物质 第4章 墙外有墙 第5章 遗失的过去无处不在 第六部分 意料之外的谜团 第1章 宇宙 第2章 量子无限 第3章 活着，或是死去 第4章 暗物质 第5章 暗能量 第6章 奇点 第7章 灰色就是新的黑 第七部分 迈向已知世界之外的第YI步第1章回到起点 第2章 许多大爆炸 第3章 宇宙无疆 第4章 一片尚未被探索的现实 第5章 一个关于弦的理论 后记                (收起) ,"['科普', '宇宙', '天文', '宇宙学', '科学', '我想读这本书', '想读，一定很精彩！', '好书，值得一读']"
生命3.0,[美] 迈克斯·泰格马克,2018-6,8.4,740,《生命3.0》一书中，作者迈克斯·泰格马克对人类的终极未来进行了全方位的畅想，从我们能活到的近未来穿行至1万年乃至10 亿年及其以后，从可见的智能潜入不可见的意识，重新定义了“生命”“智能”“目标”“意识”，并澄清了常见的对人工智能的误解，将帮你构建起应对人工智能时代动态的全新思维框架，抓住人类与人工智能共生演化的焦点。 迈克斯·泰格马克不仅以全景视角探讨了近未来人工智能对法律、战争、就业和社会带来的影响，还将目光投向了这场变革更为深远之处：在未来的1万年乃至10亿年及其以后，我们能否与人工智能实现共生与繁荣？宇宙生命发展的终极物理极限是什么？更为重要的是，我们如何在这场变革中迎来重生，同时又不会陷入危机，丧失生而为人的意义？《生命3.0》这本书将是你人工智能时代的思考利器。此书对未来生命的终极形式进行了大胆的想象：生命已经走过了1.0生物阶段和2....(展开全部),        赞 誉 推荐序一  如何正确地关心人类命运 万维钢 科学作家，“得到”App《精英日课》专栏作者 推荐序二  重新定义生命 余 晨 易宝支付联合创始人，《看见未来》作者 中文版序  我们只看到了人工智能的冰山一角 引  言  欧米茄传奇 01	欢迎参与我们这个时代最重要的对话 02	物质孕育智能 03	不远的未来：科技大突破、故障、法律、武器和就业 04	智能爆炸? 05	劫后余波，未知的世界：接下来的1万年 06	挑战宇宙禀赋：接下来的10亿年以及以后 07	目　标 08	意　识 后 记  未来生命研究所团队风云传 注 释                (收起) ,"['人工智能', '科普', '未来', '科学', '未来学', '逻辑思维', '美国', '湛庐文化']"
上帝掷骰子吗?,曹天元,2013-8-1,9.2,2181,《上帝掷骰子吗？：量子物理史话（全新修订）》是关于量子论的故事。量子论是一个极为奇妙的理论：从物理角度来说，它在科学家中间引起了最为激烈的争议和关注；从现实角度来说，它给我们的社会带来了无与伦比的变化和进步；从科学史角度来说，也几乎没有哪段历史比量子论的创立得到了更为彻底的研究。然而不可思议的是，它的基本观点和假说至今没有渗透到大众的意识中去，这无疑又给它增添了一道神秘的光环。 《上帝掷骰子吗？：量子物理史话（全新修订）》带读者做一次量子之旅，从神话时代出发，沿着量子发展的道路，亲身去经历科学史上的乌云和暴雨，追逐流星的辉光，穿越重重迷雾和险滩，和最伟大的物理学家们并肩作战。除了回顾基本的历史背景，还将向着未来探险，去逐一摸索量子论面前的不同道路，闯入人迹罕至的未知境地，和先行者们一起开疆扩土。让人惊叹的，不仅仅是沿途那令人眼花缭乱的绚丽风景，更来自...(展开全部),        序 黄金时代 乌云 火流星 白云生处 曙光 殊途同归 不确定性 决战 歧途 回归经典 不等式的判决 新探险 尾声 外一篇 海森堡和德国 原子弹计划 后记 主要参考资料 人名索引                (收起) ,"['科普', '量子力学', '物理', '量子物理', '物理学', '科学', '曹天元', '自然科学']"
时间的形状,汪洁,2017-4,8.9,1587,一直以来，你一定会有这样的疑问： 永恒流淌的时间，是真的摸不着看不见，还是有形状和终点？ 我们所处的空间，是三维四维还是五维？ 我们能不能踏上时光机，任意穿越时空回到过去和未来？ 这些，都将在本书中找到答案。 跟随作者，你可以进入爱因斯坦的梦境，坐在牛顿老师的课堂，来到星光实验的现场……近距离接触科学的真相。你将轻松了解一个你以为深奥得无法捉摸的理论，你将进入一个你以为奇妙得永远理解不了的世界。 本书上部和大家一起回顾物理学走过的坎坷历史，这段历史的精彩程度不亚于任何一段战争史。在伽利略、牛顿等巨星纷纷谢幕之后，超级巨星爱因斯坦闪亮登场。他就像一位横空出世的大侠，无门无派，但出手即震惊天下，他的绝招就是“相对论”。 书的下部比上部还要精彩，结构宏大，故事神奇，真相惊人。在下部，作者细致地剖析时空真相，带你领略神奇的四维时空奇境，了解整个宇宙的终极图景...(展开全部),        序／001 前言／003 第一章　不得不说的废话 关于相对论的谣言粉碎机／002 你必须了解的四个概念／003 第二章　伽利略和牛顿的世界 相对性原理／010 伽利略变换式／016 史上最牛炼金术士牛顿／021 牛顿的绝对运动观／023 牛顿水桶实验中的绝对时空观／026 第三章　光的速度 伽利略吹响冲锋号／032 光速测量大赛／035 惊人的发现／038 科学史上最成功的失败／041 第四章　爱因斯坦和狭义相对论 两朵乌云／048 巨星登场／050 第一个原理：光速不变／052 第二个原理：物理规律不变／055 环球快车谋杀案／058 同时性的相对性／065 时间会膨胀／068 空间会收缩 ／079 速度合成／083 质速神剑／086 光速极限／089 质能奇迹／092 四个搞脑子问题／095 第五章　广义相对论的宇宙 爱因斯坦的不满／100 生死重量／103 等效原理／110 太空大圆盘／114 时空弯曲／121 引力的本质／125 水星轨道之谜／131 星光实验／133 没见过这么黑的洞／137 从黑洞到虫洞／143 压轴大戏／145 第六章　时空那点事 时空中的运动／152 四维时空／157 时间旅行／158 星际殖民／167 星际贸易／173 第七章　再谈四维时空 宇宙时空的终极图景／178 神奇的四维／189 第八章　上帝的判决 上帝玩不玩骰子？／200 美剧《生活大爆炸》／201 要命的双缝／202 玻尔的上帝／208 EPR实验／214 宇宙大法官／216 上帝的判决／219 万物理论／223 第九章　宇宙是一首交响乐 万物皆空唯有音乐／226 击碎原子／228 宇宙中的四种“力”／235 超弦理论／237 伟大的设计／240                (收起) ,"['科普', '相对论', '物理', '物理学', '科学', '科学与哲学', '好书，长知识', '自然']"
打开一颗心,[英] 斯蒂芬·韦斯塔比,2018-11,9.2,650,“我经手过12000颗心脏。”作者在心外科暨胸外科从业数十年，手术成绩卓著。本书即汇集了作者经历的一些经典案例（多数发生在1970年代至2000年代之间），也剖白了作者的心路历程。 工薪家庭的穷小子，被幼年时的医学纪录片鼓舞，也被亲人的离世刺痛，终于将自己历练成一名杰出的心外科医生。他为面试的成功而激动地徜徉在伦敦河岸街头，为先天心脏病或气道重度灼伤的小儿开胸，为病人和家属的焦灼与渴望而奋战，为对抗次日手术的焦虑而深入沙特沙漠欣赏夜空，为尽力修补而果断切削垂危的心脏，为救命而与医务主任对抗、“擅自”为病人安装人工的“电池”心，在命悬一线的攻坚手术面前还能讲出冷笑话……一位艺业精湛、傲气十足又敬畏生命的外科医生形象跃然纸上。那些十几年甚至几十年前就存在的顶尖外科技术也令读者叹为观止。 在展现心胸外科手术的神乎其技之余，作者也借病症、病患和自己的业务游历...(展开全部),        前 言 1 第一章 乙醚厅 5 第二章 卑微的开始 17 第三章 布罗克勋爵的靴子 29 第四章 贫民窟男孩 41 第五章 无名女子 55 第六章 两颗心的男人 81 第七章 起死回生的朱莉 105 第八章 再生的心 125 第九章 多米诺心脏 147 第十章 电池维系的生命 167 第十一章 安娜的故事 189 第十二章 电子人克拉克 211 第十三章 肾上腺素飙升 221 第十四章 致爱丽丝 239 第十五章 双重危险 253 第十六章 你的生命在他们手中 271 后 记 287 致 谢 295 术语表 301 译名对照表 307                (收起) ,"['医学', '医学人文', '纪实', '人文社科', '外国文学', '英国', '科普', '理想国']"
万物简史,严维明,2005-2,8.7,7805,这是一部有关现代科学发展史的既通俗易懂又引人入胜的书，作者用清晰明了、幽默风趣的笔法，将宇宙大爆炸到人类文明发展进程中所发生的繁多妙趣横生的故事一一收入笔下。惊奇和感叹组成了本书，历历在目的天下万物组成了本书，益于人们了解大千世界的无穷奥妙，掌握万事万物的发展脉络。 书中回溯了科学史上那些伟大与奇妙的时刻，引用了近年来发现的最新科学史料，几乎每一个被作者描述的事件都奇特而且惊人：宇宙起源于一个要用显微镜才能看得见的奇点；全球气候变暖可能会使北美洲和欧洲北部地区变得更加寒冷；1815年印度尼西亚松巴哇岛坦博士拉火山喷发，喷涌而出的熔岩以及相伴而来的海啸夺走了10万人的生命；美国黄石国家公园是“世界上最大的活火山”……而那些沉迷于科学的科学家们也是千奇百怪：达尔文居然为蚯蚓弹起了钢琴；牛顿将一根大针眼缝针插进眼窝，为的只是看看会有什么事情发生；富兰克林不...(展开全部),        第一部 寥廓的空宇   第一章 如何营造一个宇宙   第二章 欢迎光临太阳系   第三章 埃文斯牧师的宇宙 第二部 地球的大小   第四章 事物的测定   第五章 敲石头的人们   第六章 势不两立的科学   第七章 基本物质 第三部 一个新时代的黎明   第八章 爱因斯坦的宇宙   第九章 威力巨大的原子   第十章 把铅撵出去   第十一章 马斯特・马克的夸克   第十二章 大地在移动 第四部 处境危险的行星   第十三章 砰！   第十四章 地下的烈火   第十五章 美丽而危险 第五部 生命本身   第十六章 孤独的行星   第十七章 进入对流层   第十八章 浩瀚的海洋   第十九章 生命的起源   第二十章 小生物的世界   第二十一章 生命在继续   第二十二章 多灾多难的生命进程   第二十三章 丰富多彩的生命   第二十四章 令人惊叹的细胞   第二十五章 达尔文的非凡见解   第二十六章 生命的物质 第六部 通向我们的路   第二十七章 冰河时代   第二十八章 神秘的两足动物   第二十九章 永不安分的类人猿   第三十章 一个星球，一次实验                (收起) ,"['科普', '万物简史', '自然科学', '科学', '科学史', '历史', '美国', '物理']"
癌症·真相,菠萝,2015-10-1,8.9,2217,荣获中宣部、中国图书评论学会和央视“2015中国好书”奖 荣获第十一届文津图书奖 荣获第八届吴大猷科学普及著作奖 荣获第四届中国科普作家协会优秀科普作品奖 荣获科技部2016全国优秀科普作品奖 这是一本讲癌症的书，但和你以往见过的该题材的书完全不同。 这不是一本“养生秘籍”，不会推荐什么神奇的保健品，但会告诉你，哪些生活习惯能致癌，哪些能防癌。 这   不是一本“心灵鸡汤”，不会保证任 何癌症都是可以战胜的，但会告诉你，哪些癌症治愈率很高，哪些治疗方法是有效的。会告诉 你，为什么癌症治疗的第三次革命来了，为什么最近的免疫治疗新药能治愈晚期癌症。 这不是一本“癌症生物学”，不会堆砌各种专业词汇，但会让你明白，什么是BRCA基因突变，为什么影星朱莉30多岁就主动切掉了乳房和卵巢。 这不是一本“癌症临床指南”，不会指导你如何化疗和放疗，但会让你明白，为什么...(展开全部),        癌症是什么 (1) 癌症和肿瘤 (2) 什么导致了癌症 (3) 癌症如何导致死亡 (4) 癌症为何如此难治 儿童癌症，为了中国的未来 (5) 儿童为何会得癌症 (6) 雾霾能引起儿童癌症吗 (7) 应该给宝宝存脐带血吗 (8) 中国需要更多的骨髓捐赠 癌症治疗，现在和未来 (9) 癌症治疗最大的困难：抗药性 (10) 放疗，杀敌一千，自损X百 (11) 抗癌药物的三次革命 (12) 质子治疗是抗癌神器吗 (13) 负负得正，免疫检验点抑制剂 (14) CAR-T，治愈癌症新武器 (15) 谋财不害命，国内的免疫疗法现状 (16) 神奇病毒，治疗最恶性癌症真的不是梦 (17) 癌症疫苗，离我们还有多远 肺癌，癌症第一杀手 (18) 吸烟和不吸烟肺癌不一样 (19) 雾霾和肺癌，到底什么关系 (20) EGFR突变肺癌的靶向药物治疗 (21) ALK突变肺癌的靶向药物治疗 (22) 肺癌中的新型免疫疗法 (23) 热肿瘤和冷肿瘤 那些坊间关于癌症的传言 (24) 转基因食物致癌吗 (25) 中医能治癌症吗 (26) 抗氧化剂真能防癌吗 (27) 酸性体质致癌吗 (28) 高大上的防癌体检靠谱吗 (29) 癌症会传染吗 (30) 日常中哪些辐射致癌 (31) 高温治疗癌症是怎么回事儿 (32) 甲状腺癌暴发，还敢补碘吗 (33) 富人癌和穷人癌 新闻里的癌症故事，读出些什么 (34) 溶瘤病毒：病毒杀癌靠谱么 (35) 仿制药代购：仿制药是假药么 (36) 女明星和乳腺癌：那些新闻里没告诉你的 (37) 朱莉效应： 遗传性基因突变和预防性手术 (38) 防癌体检中的数学：为什么那么多的虚惊一场 来美国看病，不只是钱的问题 (39) 如何用上美国的抗癌新药 (40) 如何来美国看病 (41) 如何来美国加入临床实验 (42) 带爸爸来美国看病 自己身边的故事 (43) 研究癌症新药的科学家得了癌症怎么办 (44) 菠萝的骨髓捐献笔记                (收起) ,"['科普', '癌症', '医学', '健康', '科学', '菠萝', '肿瘤君', '众病之王']"
超越时空,刘玉玺,2009-6,9.0,3354,当代物理学中一些非常重要而又艰深的思想，往往因为难以形象浅显地解说而不易为公众了解。本书作者不畏艰辛，用很生动的方式向读者展示了现代物理前沿之一——超空间理论。全书15章分为4篇，分别描述了超空间的研究历史，超空间理论通往爱因斯坦梦寐以求的“物理学圣杯”统一场论的可能性，通过超空间穿越时空的可能性的理论探讨，以及何时方能实际利用超空间理论所具有的潜在威力。详尽而又如此通俗地讲述这种理论，在本书之前尚未见先例。,        内容提要 作者简介 序言 致谢 第一篇　进入第五维 第一章　时空之外的世界 第二章　数学家与神秘主义者 第三章  “看见”第四维的人 第四章　光的奥秘：第五维中的振动 第二篇　十维中的统一 第五章　量子邪说 第六章　爱因斯坦雪耻 第七章　超弦 第八章　来自第十维的信号 第九章　创世之前 第三篇　蛀洞：通往另一个宇宙的通道？ 第十章　黑洞与平行宇宙 第十一章　制造时问机器 第十二章　碰撞着的宇宙 第四篇　超空间的主宰者 第十三章　超越未来 第十四章　宇宙的命运 第十五章　结语 注释 参考文献和推荐读物                (收起) ,"['科普', '物理', '宇宙', '时空', '科学', '加来道雄', '物理学', '数学与自然科学']"
当下的启蒙,[美] 史迪芬·平克,2018-12,9.0,120,[编辑推荐] ● 比尔•盖茨最喜爱的一本书。理查德·道金斯心中的诺贝尔文学奖作品。尤瓦尔•赫拉利2018年最爱的书之一。 ● 当代最伟大思想家史蒂芬·平克全面超越自我的巅峰之作，一部关于人类进步的英雄史诗。 ●《当下的启蒙》用数据和事实揭示出世界的真相：不是黑暗，而是光明；不是丧，而是燃；我们没有退步，而是一直在进步，还将继续进步。用这本书点燃生活的勇气，亲手创造更美好的未来。 ● 一上市就火爆，长期占据亚马逊畅销榜。《纽约时报》2018年Top100图书。《经济学人》2018年最佳图书。《卫报》2018年必买图书。 ● 湛庐文化出品。 [内容简介] ●史蒂芬·平克对当前世界进行了全景式的评述，让读者了解人类状况的真相，人类面临怎样的挑战，以及该如何应对这些挑战。他呼吁我们避开惊悚的头条新闻和灰暗的末日预言，相反，用数据说话：通过75幅震撼的图表，平...(展开全部),        前 言   我为什么写这本书 第一部分  启蒙运动 01 勇于运用自己的理智 02 熵、进化与信息 03 反启蒙 第二部分  进步 04 进步恐惧症 05 寿命 06 健康 07 食物 08 财富 09 贫富差距 10 环境 11 和平 12 安全 13 恐怖主义 14 民主 15 平权 16 知识 17 生活质量 18 幸福 19 对人类生存的威胁 20 进步的未来 第三部分  理性、科学和人文主义 21 理性 22 科学 23 人文主义 致 谢 参考文献 注 释 译者后记                (收起) ,"['哲学', '平克', '思想史', '思想', '社科', '科普', '政治哲学', '思维']"
通识,日本实业出版社,2019-2,8.0,37,日本实业出版社倾力打造的各学科知识总览 囊括4大门类，图解36个具体学科 满足你对各学科知识的好奇心 助你成为拥有非典型性才智的人才 ◎ 编辑推荐 这是一本图文并茂的全学科导读图书，清晰的脉络梳理，生动的图谱展示，通过阅读，对于已知的内容你会更加详知；对于未知的领域你会获得新知。 ☆ 对于准备开展大学生活的初学者，这是一本开启各个学科入门之旅的神奇钥匙。 ☆ 对于治学具体学科的研究者，这是一本可以帮助你拓宽眼界，增加其他门类知识储备的学科智库。 ☆ 对于投身各个领域的专业人才，这是一本让你在专攻术业的同时，可以涉猎广泛的极简指南。 ☆ 对于大众读者，这是一本打破文理科界限，从宏观视角俯瞰整个学科世界的通识文本。 ◎ 内容简介 大学里都有哪些学科门类？为了应对现代社会对人才的要求，我们还应该了解些什么？这本《通识：学问的门类》也许会给迷茫中的学生一些启...(展开全部),        人文科学 哲学. 历史学 宗教学 语言学 心理学 精神分析学 文化人类学 神话学 民俗学 考古学 社会科学 政治学 经济学 社会学 法学 教育学 统计学 企业管理学 自然科学 物理学. 生物学. 化学 数学 医学 工程学. 信息工程学 航空航天工程学 地理学. 文化艺术 文学 近代日本文学. 建筑 近代日本建筑. 音乐 美术 电影 日本电影 摄影 日本摄影 人名索引 出版后记                (收起) ,"['通识', '科普', '日本', '文化', '入门', '社会学', '提升自己', '后浪']"
